Unique_ID,Similarity_score
0,0.6105295419692993
1,0.7079338431358337
2,0.7271099090576172
3,0.8150448799133301
4,0.8283231258392334
5,0.7507115602493286
6,0.6808679103851318
7,0.8473873138427734
8,0.7906399965286255
9,0.901291012763977
10,0.6121054291725159
11,0.7483511567115784
12,0.7207052707672119
13,0.8345843553543091
14,0.7614880800247192
15,0.7434524297714233
16,0.7501533031463623
17,0.7220200896263123
18,0.8884313106536865
19,0.8262275457382202
20,0.6770797371864319
21,0.7975281476974487
22,0.7842482328414917
23,0.6628698110580444
24,0.7446588277816772
25,0.8054677844047546
26,0.7064076662063599
27,0.8168136477470398
28,0.7465252876281738
29,0.7572485208511353
30,0.6212217807769775
31,0.5620409250259399
32,0.8475519418716431
33,0.8308637142181396
34,0.6580897569656372
35,0.6938039660453796
36,0.8643927574157715
37,0.7957262396812439
38,0.6215038895606995
39,0.7491410374641418
40,0.7445194125175476
41,0.6995606422424316
42,0.7729048728942871
43,0.8451831340789795
44,0.7374077439308167
45,0.8438370227813721
46,0.771206259727478
47,0.6070873737335205
48,0.7715831398963928
49,0.7334278225898743
50,0.8202133178710938
51,0.7164614200592041
52,0.5967050790786743
53,0.6254286766052246
54,0.7627480030059814
55,0.8419733047485352
56,0.7359587550163269
57,0.6708753108978271
58,0.8716316223144531
59,0.718077540397644
60,0.8283556699752808
61,0.838672935962677
62,0.7410660982131958
63,0.6556801199913025
64,0.6264280676841736
65,0.5896371006965637
66,0.6797546744346619
67,0.7621593475341797
68,0.8023219704627991
69,0.8044151067733765
70,0.7593895196914673
71,0.6291257739067078
72,0.6940606832504272
73,0.7521209120750427
74,0.6353904008865356
75,0.6675517559051514
76,0.7331665754318237
77,0.7929655909538269
78,0.7699608206748962
79,0.7198247313499451
80,0.6430760025978088
81,0.6665963530540466
82,0.7557641267776489
83,0.5246822237968445
84,0.556469738483429
85,0.604623556137085
86,0.7510226368904114
87,0.8098702430725098
88,0.8336471319198608
89,0.8280483484268188
90,0.6571828126907349
91,0.6056017875671387
92,0.6203985214233398
93,0.8040531873703003
94,0.7970451712608337
95,0.6957886219024658
96,0.7168357372283936
97,0.6468268036842346
98,0.6558229923248291
99,0.6741958856582642
100,0.6130578517913818
101,0.6218883991241455
102,0.6136542558670044
103,0.8248628377914429
104,0.7915382385253906
105,0.738053560256958
106,0.6812183856964111
107,0.712918758392334
108,0.482410728931427
109,0.7096028923988342
110,0.6386452913284302
111,0.7330996990203857
